Mode,Month,Origin Country,Origin Latitude,Origin Longitude,State,Load Port,Port Latitude,Port Longitude,Species,End Use,Destination Country,Destination Latitude,Destination Longitude,Quantity,Year,Date
Air,May,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Philippines,12.879721,121.774017,253,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,133,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,7482,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Brunei Darussalam,4.535277,114.727669,1099,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Malaysia,4.210484,101.975766,565,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,1245,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,1061,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,4310,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Wyndham,-15.5847,128.2201,Cattle,Feeder,Indonesia,-0.789275,113.921327,4012,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Oman,21.512583,55.923255,500,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,8000,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,19793,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Qatar,25.354826,51.183884,24000,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Qatar,25.354826,51.183884,250,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,3858,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Feeder,Indonesia,-0.789275,113.921327,7131,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Slaughter,Malaysia,4.210484,101.975766,4155,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,11513,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,130,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Feeder,Vietnam,14.058324,108.277199,2451,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,90,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,70,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Goats,Breeder,United Arab Emirates,23.424076,53.847818,179,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,China,35.86166,104.195397,3921,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Malaysia,4.210484,101.975766,2330,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Philippines,12.879721,121.774017,70,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Breeder,Philippines,12.879721,121.774017,115,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2824,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,94,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3753,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,590,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Malaysia,4.210484,101.975766,87,2016,01/05/2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2772,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,112,2016,01/05/2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,63,2016,01/05/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Buffalo,Slaughter,Vietnam,14.058324,108.277199,145,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Vietnam,14.058324,108.277199,1122,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,China,35.86166,104.195397,2985,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,993,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2883,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Wyndham,-15.5847,128.2201,Cattle,Feeder,Indonesia,-0.789275,113.921327,2735,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Cattle,Feeder,Turkey,38.963745,35.243322,3057,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,164,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,5932,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Cattle,Feeder,Israel,31.046051,34.851612,5531,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Sheep,Feeder,Israel,31.046051,34.851612,2972,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Cattle,Feeder,Israel,31.046051,34.851612,995,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Feeder,Indonesia,-0.789275,113.921327,2850,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,24028,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Oman,21.512583,55.923255,13000,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Qatar,25.354826,51.183884,25000,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Cambodia,12.565679,104.990963,2766,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Turkey,38.963745,35.243322,7750,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Lebanon,33.854721,35.862285,11987,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2860,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3864,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2240,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Philippines,12.879721,121.774017,240,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,2005,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Jordan,30.585164,36.238414,36709,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3799,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Feeder,Israel,31.046051,34.851612,1028,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,147,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,1965,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,China,35.86166,104.195397,5610,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2048,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,2942,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Feeder,Israel,31.046051,34.851612,8000,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2782,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Productive,Indonesia,-0.789275,113.921327,2036,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3943,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,856,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,1336,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Feeder,Indonesia,-0.789275,113.921327,3895,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Alpacas,Breeder,South Korea,35.907757,127.766922,10,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Slaughter,China,35.86166,104.195397,158,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,425,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,404,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Alpacas,Breeder,Malaysia,4.210484,101.975766,15,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Camels,Breeder,Malaysia,4.210484,101.975766,14,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Slaughter,Malaysia,4.210484,101.975766,144,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Goats,Slaughter,United Arab Emirates,23.424076,53.847818,817,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Alpacas,Breeder,South Korea,35.907757,127.766922,20,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Thailand,15.870032,100.992541,1461,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Slaughter,Malaysia,4.210484,101.975766,96,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,QLD,Karumba,-17.4856,140.8462,Cattle,Feeder,Indonesia,-0.789275,113.921327,1950,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Feeder,Indonesia,-0.789275,113.921327,7661,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Goats,Breeder,Malaysia,4.210484,101.975766,211,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Goats,Breeder,Nepal,28.394857,84.124008,17,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Goats,Breeder,Malaysia,4.210484,101.975766,197,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Vietnam,14.058324,108.277199,2138,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Vietnam,14.058324,108.277199,555,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Cattle,Slaughter,Brunei Darussalam,4.535277,114.727669,155,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Brunei Darussalam,4.535277,114.727669,380,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Brunei Darussalam,4.535277,114.727669,217,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,148,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Vietnam,14.058324,108.277199,229,2016,01/06/2016
Air,Jun,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Alpacas,Breeder,Malaysia,4.210484,101.975766,19,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Philippines,12.879721,121.774017,2954,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2743,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1171,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,4143,2016,01/06/2016
Sea,Jun,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Vietnam,14.058324,108.277199,2780,2016,01/06/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,6939,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Feeder,Israel,31.046051,34.851612,14200,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Jordan,30.585164,36.238414,23151,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Feeder,Israel,31.046051,34.851612,10400,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,2784,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,138,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Malaysia,4.210484,101.975766,34,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,2455,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Qatar,25.354826,51.183884,35000,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Oman,21.512583,55.923255,5000,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,7500,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,21822,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1997,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Breeder,China,35.86166,104.195397,1129,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2833,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3034,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,145,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Vietnam,14.058324,108.277199,877,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,544,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Slaughter,Malaysia,4.210484,101.975766,250,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,99,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Goats,Slaughter,Malaysia,4.210484,101.975766,51,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Productive,Indonesia,-0.789275,113.921327,514,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Feeder,Indonesia,-0.789275,113.921327,3488,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3779,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Buffalo,Slaughter,Brunei Darussalam,4.535277,114.727669,100,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Brunei Darussalam,4.535277,114.727669,300,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Malaysia,4.210484,101.975766,800,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Breeder,Malaysia,4.210484,101.975766,400,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Breeder,Malaysia,4.210484,101.975766,20,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Slaughter,Malaysia,4.210484,101.975766,159,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Slaughter,Malaysia,4.210484,101.975766,159,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3782,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,24,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Goats,Breeder,Nepal,28.394857,84.124008,18,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Goats,Breeder,Nepal,28.394857,84.124008,32,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Malaysia,4.210484,101.975766,2224,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Malaysia,4.210484,101.975766,2423,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Malaysia,4.210484,101.975766,17,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,China,35.86166,104.195397,3903,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Malaysia,4.210484,101.975766,12,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Malaysia,4.210484,101.975766,18,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Productive,Indonesia,-0.789275,113.921327,489,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Feeder,Indonesia,-0.789275,113.921327,5190,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Slaughter,Vietnam,14.058324,108.277199,309,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Feeder,Vietnam,14.058324,108.277199,2063,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3782,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Broome,-17.95538,122.23922,Cattle,Feeder,Indonesia,-0.789275,113.921327,2880,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Productive,Indonesia,-0.789275,113.921327,807,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2169,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,134,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Slaughter,Malaysia,4.210484,101.975766,98,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,28778,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,6000,2016,01/07/2016
Sea,Jul,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Qatar,25.354826,51.183884,30000,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Slaughter,Malaysia,4.210484,101.975766,48,2016,01/07/2016
Air,Jul,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,132,2016,01/07/2016
