Mode,Month,Origin Country,Origin Latitude,Origin Longitude,State,Load Port,Port Latitude,Port Longitude,Species,End Use,Destination Country,Destination Latitude,Destination Longitude,Quantity,Year,Date
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Vietnam,14.058324,108.277199,6096,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Malaysia,4.210484,101.975766,2200,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,134,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,2847,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,136,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,151,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,162,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Philippines,12.879721,121.774017,128,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,2792,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,120,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,5610,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,154,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3167,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,2023,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Turkey,38.963745,35.243322,6951,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Vietnam,14.058324,108.277199,1350,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Slaughter,Vietnam,14.058324,108.277199,2063,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,144,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,3822,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Indonesia,-0.789275,113.921327,1886,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,147,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Indonesia,-0.789275,113.921327,9820,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,7839,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Alpacas,Breeder,New Zealand,-40.900557,174.885971,18,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,1236,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,947,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2559,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Feeder,Israel,31.046051,34.851612,4147,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Feeder,Russia,61.52401,105.318756,8078,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,142,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3082,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3086,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Sheep,Slaughter,Qatar,25.354826,51.183884,45000,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Sheep,Slaughter,Kuwait,29.31166,47.481766,6451,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,4000,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,124,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Slaughter,Malaysia,4.210484,101.975766,671,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Brisbane,-27.470125,153.021072,Cattle,Feeder,Japan,36.204824,138.252924,1080,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Malaysia,4.210484,101.975766,99,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Malaysia,4.210484,101.975766,12,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3111,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,3360,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Feeder,Israel,31.046051,34.851612,5898,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Russia,61.52401,105.318756,1922,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,1510,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,541,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Cattle,Slaughter,Malaysia,4.210484,101.975766,20,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Alpacas,Breeder,Malaysia,4.210484,101.975766,13,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Qatar,25.354826,51.183884,100,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Qatar,25.354826,51.183884,9000,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,27184,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2025,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,1374,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,699,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Nepal,28.394857,84.124008,30,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Breeder,Uruguay,-32.522779,-55.765835,23,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,2887,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Indonesia,-0.789275,113.921327,2880,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Vietnam,14.058324,108.277199,1250,2016,01/01/2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Nepal,28.394857,84.124008,16,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Malaysia,4.210484,101.975766,683,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Malaysia,4.210484,101.975766,2989,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Breeder,Malaysia,4.210484,101.975766,363,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,4094,2016,01/01/2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,3836,2016,01/01/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,4110,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Cattle,Slaughter,Vietnam,14.058324,108.277199,4604,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Cattle,Slaughter,Vietnam,14.058324,108.277199,1758,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3156,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Slaughter,United Arab Emirates,23.424076,53.847818,1050,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Slaughter,Malaysia,4.210484,101.975766,820,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Slaughter,Malaysia,4.210484,101.975766,85,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Vietnam,14.058324,108.277199,5,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,100,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3195,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,China,35.86166,104.195397,5140,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,3000,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Breeder,Uruguay,-32.522779,-55.765835,6,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,2982,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,158,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,6282,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,120,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Karumba,-17.4856,140.8462,Cattle,Feeder,Indonesia,-0.789275,113.921327,1976,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,2038,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Sheep,Slaughter,Kuwait,29.31166,47.481766,23161,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,9523,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Sheep,Slaughter,Oman,21.512583,55.923255,5800,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,Kuwait,29.31166,47.481766,230,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,110,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,1599,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,644,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,106,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Goats,Slaughter,Malaysia,4.210484,101.975766,100,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Malaysia,4.210484,101.975766,36,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Goats,Slaughter,Malaysia,4.210484,101.975766,522,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Slaughter,Malaysia,4.210484,101.975766,683,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,26211,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,2976,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Oman,21.512583,55.923255,200,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,6085,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,134,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,2998,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,China,35.86166,104.195397,3290,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Jordan,30.585164,36.238414,21578,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Feeder,Israel,31.046051,34.851612,20200,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,10768,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2982,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Alpacas,Breeder,South Korea,35.907757,127.766922,6,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Vietnam,14.058324,108.277199,2393,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Vietnam,14.058324,108.277199,1874,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2971,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,152,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Goats,Slaughter,Malaysia,4.210484,101.975766,49,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Buffalo,Slaughter,Vietnam,14.058324,108.277199,213,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Vietnam,14.058324,108.277199,1185,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Breeder,Uruguay,-32.522779,-55.765835,20,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3237,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,1591,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,1848,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,631,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Slaughter,Malaysia,4.210484,101.975766,2443,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,3899,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,162,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,1847,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,442,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Malaysia,4.210484,101.975766,2355,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Malaysia,4.210484,101.975766,1003,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,64,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Goats,Breeder,United Arab Emirates,23.424076,53.847818,58,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Breeder,United Arab Emirates,23.424076,53.847818,32,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,2016,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,105,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Breeder,Uruguay,-32.522779,-55.765835,20,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,4189,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Slaughter,Malaysia,4.210484,101.975766,778,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Slaughter,Malaysia,4.210484,101.975766,44,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,134,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Slaughter,Vietnam,14.058324,108.277199,1498,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Feeder,Vietnam,14.058324,108.277199,1733,2016,01/02/2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Brisbane,-27.470125,153.021072,Cattle,Feeder,Japan,36.204824,138.252924,1080,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,1052,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,524,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Cattle,Slaughter,Malaysia,4.210484,101.975766,29,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Alpacas,Breeder,Malaysia,4.210484,101.975766,13,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Camels,Breeder,Malaysia,4.210484,101.975766,6,2016,01/02/2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,161,2016,01/02/2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016,01/03/2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,19344,2016,01/03/2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,3000,2016,01/03/2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Qatar,25.354826,51.183884,50265,2016,01/03/2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Qatar,25.354826,51.183884,100,2016,01/03/2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,5,2016,01/03/2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,United Arab Emirates,23.424076,53.847818,200,2016,01/03/2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Karumba,-17.4856,140.8462,Cattle,Feeder,Indonesia,-0.789275,113.921327,1825,2016,01/03/2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3085,2016,01/03/2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,United Arab Emirates,23.424076,53.847818,149,2016,01/03/2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,United Arab Emirates,23.424076,53.847818,94,2016,01/03/2016
